sales,customer_id,customer_age,purchase_date,product,last_purchase_date,price,seller_id
29,1492,69,2023-10-12,Laptop,2024-06-04,4110.03,131
9,4402,24,2024-07-03,TV,2022-03-12,4989.13,126
67,3973,36,2023-07-16,Laptop,2024-12-20,3882.64,197
25,4810,32,2023-10-07,Tablet,2023-03-20,1145.64,160
98,2896,65,2024-11-16,Laptop,2024-08-26,3752.49,185
76,2509,31,2024-07-09,TV,2023-04-28,2708.91,161
42,4477,20,2024-10-27,Smartphone,2023-06-01,2281.51,102
9,1116,67,2023-06-02,TV,2022-11-13,4681.86,180
79,2578,71,2023-10-18,Smartphone,2024-11-10,3525.36,177
40,1879,23,2023-05-22,Tablet,2023-11-29,3424.38,190
25,3162,66,2023-11-08,Headphones,2023-12-22,108.19,183
5,2818,40,2024-10-07,Tablet,2022-08-19,4332.1,194
11,2572,37,2023-02-01,Tablet,2024-05-13,3976.84,130
59,3861,77,2023-01-26,Tablet,2023-07-17,1529.76,192
98,2648,62,2023-09-12,Laptop,2024-02-08,1495.96,163
88,4618,78,2023-02-25,Tablet,2024-03-18,314.72,141
79,1643,73,2023-10-20,Headphones,2023-06-14,301.74,157
38,2359,19,2024-09-28,TV,2022-10-17,3359.54,142
72,1335,62,2023-08-18,Smartphone,2022-04-10,971.88,131
5,3969,57,2023-02-22,Tablet,2022-05-29,4621.56,129
48,4960,41,2023-04-11,Smartphone,2023-01-30,4219.9,190
90,4811,46,2024-04-11,Tablet,2023-01-11,1776.98,182
18,1146,84,2023-09-24,Laptop,2022-04-12,1931.34,160
70,1121,85,2023-01-02,Smartphone,2024-02-21,1670.02,127
37,1080,83,2023-01-22,Tablet,2022-04-02,507.35,144
60,3732,71,2024-07-31,Tablet,2023-02-15,205.58,109
48,4737,70,2023-07-31,Headphones,2023-02-10,2288.06,115
77,3709,66,2023-08-24,Headphones,2022-01-21,4718.05,130
28,3422,49,2024-06-12,Headphones,2023-09-24,4590.38,109
69,4641,78,2024-01-23,Laptop,2022-01-19,4058.7,173
77,3110,59,2023-01-14,Smartphone,2022-06-02,3161.54,191
81,1503,18,2024-06-02,Laptop,2022-10-28,4288.3,111
40,1667,80,2023-08-10,TV,2023-02-17,2599.59,196
45,3496,52,2024-09-07,Tablet,2022-07-21,941.79,127
96,4499,68,2024-02-07,Tablet,2022-05-19,3436.64,117
62,3915,88,2024-05-27,Tablet,2022-01-24,4607.2,151
93,4498,62,2023-10-14,Headphones,2022-01-12,147.05,127
58,2444,82,2024-01-19,Tablet,2022-05-15,1294.65,127
67,2345,31,2023-09-04,Headphones,2024-07-24,1363.92,163
56,4984,20,2023-04-01,TV,2022-03-22,540.25,113
40,3727,41,2023-11-08,Laptop,2024-12-29,1166.2,107
98,2189,82,2024-03-12,Laptop,2023-08-14,1950.71,193
40,2620,65,2024-12-26,Laptop,2024-09-18,4702.19,199
91,2980,27,2023-02-12,Headphones,2023-12-12,4308.32,102
77,2672,30,2023-03-15,Smartphone,2024-03-07,4732.73,173
33,3508,31,2024-07-14,Smartphone,2024-01-01,646.83,108
6,1458,27,2023-11-12,TV,2022-10-04,188.84,146
88,2212,57,2023-05-24,Smartphone,2022-02-18,593.92,162
19,1463,40,2023-11-25,TV,2023-09-02,4575.76,139
80,1911,72,2023-07-28,Tablet,2022-10-20,829.57,176
40,3426,80,2023-04-09,Laptop,2024-11-10,2884.55,185
92,2025,88,2024-11-30,Headphones,2023-04-17,1176.53,123
97,4689,59,2023-04-24,TV,2022-08-18,152.15,170
59,3411,83,2023-06-24,Headphones,2024-04-17,468.88,112
59,1071,64,2023-09-28,Headphones,2022-12-23,3563.5,105
48,2450,69,2023-03-04,Laptop,2023-06-25,952.71,173
41,3685,35,2024-02-08,Tablet,2024-04-06,1184.24,150
13,2193,35,2023-08-13,Tablet,2024-07-24,1917.42,159
45,4276,41,2023-06-10,Smartphone,2024-11-10,3303.35,174
89,2848,40,2023-02-05,Tablet,2024-03-24,2373.39,128
53,3384,29,2024-01-16,Laptop,2023-10-07,4725.82,115
42,3022,40,2024-10-14,Headphones,2023-06-11,2199.2,183
63,4543,38,2023-11-14,TV,2024-10-18,1035.7,163
27,3242,81,2024-12-08,TV,2023-09-15,2703.91,184
38,4741,89,2024-10-24,Tablet,2024-04-30,2281.9,154
60,2011,51,2024-03-31,Smartphone,2023-02-28,3946.33,128
7,1652,19,2023-09-26,TV,2023-09-15,4678.85,177
5,2298,86,2023-12-10,Smartphone,2022-01-04,4189.66,154
45,1006,48,2023-02-09,TV,2023-04-14,1975.75,159
58,1904,85,2024-02-18,Smartphone,2023-10-26,1119.77,140
31,4026,87,2024-01-15,Smartphone,2024-06-05,4576.72,179
23,3028,36,2023-08-10,Headphones,2023-06-22,1960.4,108
42,3613,89,2023-10-08,Laptop,2022-12-26,3862.52,105
10,1615,30,2023-08-13,TV,2023-06-04,4948.16,128
32,4925,82,2024-04-01,Tablet,2022-03-09,2908.34,117
53,2873,23,2023-06-03,Laptop,2023-11-26,2425.41,123
30,3620,88,2023-10-07,Headphones,2022-03-26,3514.36,150
39,3646,44,2023-12-19,Headphones,2022-03-20,1009.96,116
31,1769,69,2023-02-08,Headphones,2022-01-20,2466.79,199
82,4249,65,2024-12-29,Tablet,2022-06-05,1596.04,120
2,3289,85,2024-09-12,TV,2024-05-29,862.93,182
78,4274,61,2024-07-26,TV,2024-07-27,3070.18,161
77,2566,34,2024-05-03,Smartphone,2022-01-28,2899.75,186
93,4872,55,2023-07-17,Smartphone,2023-09-02,3817.96,190
12,2485,27,2023-10-03,Smartphone,2024-08-31,4371.2,174
39,4151,71,2023-06-21,Tablet,2023-02-23,1140.86,189
66,4594,23,2024-05-22,Laptop,2022-01-22,3909.53,153
96,2440,23,2024-02-09,TV,2022-09-18,1868.56,110
13,1765,69,2023-09-28,Smartphone,2022-03-01,3162.59,142
46,1383,32,2024-07-07,Tablet,2024-07-25,4258.69,185
27,3438,85,2024-12-01,Tablet,2022-06-12,1318.12,182
17,3943,74,2024-10-25,Smartphone,2022-12-20,3024.76,107
95,4870,73,2023-05-11,Headphones,2022-07-15,2427.58,122
98,1687,24,2024-09-17,Headphones,2024-12-04,3963.36,152
60,2149,68,2024-01-20,Headphones,2023-09-17,3501.34,186
64,4565,75,2024-02-01,Smartphone,2024-06-23,3859.68,139
88,1046,81,2024-07-19,Tablet,2022-06-28,1475.32,108
35,4789,43,2023-10-23,Tablet,2022-11-21,3536.56,123
70,4547,75,2024-01-18,TV,2023-01-05,3048.74,175
83,2972,48,2024-05-26,Headphones,2023-07-22,2310.57,175
30,3666,83,2024-01-30,Smartphone,2024-02-18,1922.8,195
71,1463,30,2024-07-07,TV,2024-07-14,1691.42,101
74,4858,35,2024-08-27,Tablet,2022-04-25,97.89,169
96,2872,30,2023-09-17,TV,2022-12-23,889.31,103
98,1122,41,2023-10-08,Headphones,2022-04-25,341.94,160
63,4545,74,2023-12-22,Laptop,2024-03-08,4249.37,176
28,3181,46,2024-02-24,Headphones,2022-11-19,4307.44,163
60,2642,73,2023-07-11,Headphones,2022-02-11,4238.66,135
79,4888,71,2024-09-28,Smartphone,2023-07-28,4098.7,140
94,1840,22,2024-03-03,Laptop,2023-03-17,1145.59,137
37,2585,52,2023-12-14,Laptop,2022-10-12,2484.34,181
93,3896,36,2024-03-04,Laptop,2022-04-14,4543.83,114
22,3654,72,2024-01-27,Tablet,2023-07-23,3810.92,147
68,2803,86,2023-12-07,TV,2023-04-02,59.01,196
20,1022,61,2024-06-30,Tablet,2022-11-07,2324.16,129
96,1565,55,2024-02-06,Laptop,2023-02-11,102.82,199
68,2909,79,2023-02-16,Smartphone,2024-04-24,1439.27,162
91,3813,39,2024-10-26,Headphones,2023-08-04,2207.02,124
64,1964,57,2024-02-29,Headphones,2024-12-17,4469.85,103
17,3282,43,2024-05-31,Tablet,2023-12-20,3289.2,117
12,1995,22,2024-09-28,Tablet,2023-08-20,1844.3,144
22,4130,71,2023-11-24,Smartphone,2022-07-06,2478.74,196
17,2187,66,2023-03-28,Headphones,2024-06-14,4096.08,183
10,2794,20,2024-05-29,Tablet,2023-04-09,1533.3,184
65,1825,55,2023-06-14,TV,2022-11-26,3094.42,164
22,1215,31,2023-08-11,Tablet,2022-12-15,1348.12,197
90,4254,64,2023-10-24,Tablet,2023-05-15,2425.82,172
82,4640,31,2024-03-26,Laptop,2023-05-05,172.06,164
50,1656,55,2023-12-09,TV,2024-10-01,4268.76,126
14,3982,81,2023-12-07,TV,2022-10-07,289.33,178
64,2113,61,2024-04-05,Smartphone,2024-05-04,1160.58,187
47,2987,87,2024-01-27,Laptop,2024-10-01,1700.88,159
29,1310,82,2024-06-20,TV,2023-02-02,3144.55,158
76,1556,42,2024-07-04,Laptop,2024-12-27,3614.17,124
36,4019,33,2024-02-25,Laptop,2023-03-04,448.23,133
99,3304,32,2024-01-16,Headphones,2023-01-10,265.15,149
52,3580,20,2024-09-08,TV,2024-10-12,4005.0,154
76,2556,84,2023-01-05,Headphones,2023-09-24,3575.22,109
7,1051,54,2024-10-09,Tablet,2024-09-15,4166.17,193
29,2361,72,2023-01-04,Tablet,2023-11-28,3398.86,157
11,2194,55,2024-11-11,Headphones,2024-07-16,3767.51,188
33,4138,80,2023-11-12,Tablet,2022-03-19,1926.24,102
6,2648,18,2023-03-19,Headphones,2023-05-03,2971.41,185
79,3347,88,2024-06-14,Smartphone,2024-11-27,4036.69,187
32,1671,36,2024-12-17,Laptop,2023-07-21,901.98,155
51,1777,69,2023-12-21,Smartphone,2024-08-08,2142.97,126
75,1831,47,2023-02-02,TV,2023-07-12,3715.42,189
58,3279,72,2024-10-23,Smartphone,2022-06-20,2686.55,115
87,4022,31,2024-12-05,Smartphone,2023-10-04,3424.2,137
26,2860,30,2023-05-19,Tablet,2022-10-19,1499.7,152
98,4139,44,2023-09-29,Headphones,2023-08-04,210.1,167
46,2529,26,2023-07-15,TV,2023-02-26,194.27,122
98,3075,58,2023-05-07,Tablet,2022-04-15,4716.77,182
29,2972,65,2023-12-15,TV,2023-07-20,4725.47,155
4,4699,29,2023-02-13,Laptop,2024-05-29,1095.85,178
81,2074,27,2024-12-28,Headphones,2024-05-24,779.96,194
99,2716,23,2023-09-01,Tablet,2022-09-05,139.79,187
13,2283,51,2023-01-09,Smartphone,2024-07-15,1194.72,174
39,1590,69,2024-12-12,Laptop,2022-11-05,1705.04,152
15,3832,58,2023-03-20,Smartphone,2022-11-11,1244.15,173
29,3667,23,2023-07-09,TV,2023-09-01,3997.05,171
29,2986,19,2023-03-27,Laptop,2024-08-02,3759.68,166
75,3633,32,2024-04-29,Tablet,2023-06-23,451.02,118
32,4758,34,2023-09-28,Smartphone,2022-03-13,3501.74,103
2,2001,33,2024-05-27,Smartphone,2023-01-13,2626.9,128
47,3231,45,2023-01-20,TV,2022-05-14,704.22,144
78,2046,89,2024-05-03,TV,2023-01-28,3710.7,120
84,4857,27,2023-05-10,Headphones,2024-12-23,475.93,153
22,3176,27,2024-10-04,Headphones,2024-09-22,926.9,172
75,3338,27,2023-01-07,TV,2023-02-19,788.67,151
27,2855,45,2024-12-04,Headphones,2023-02-07,4698.22,117
67,1500,41,2023-11-06,Smartphone,2022-03-06,3505.87,182
81,3233,36,2024-09-18,TV,2024-05-15,2085.87,116
56,1478,85,2024-04-17,Laptop,2023-02-05,4119.91,143
92,2594,73,2023-04-12,TV,2022-10-17,1119.0,123
93,3539,84,2023-12-04,Tablet,2024-01-29,4658.91,105
21,1512,59,2023-11-15,Tablet,2024-04-23,3500.14,194
47,4714,29,2024-05-27,TV,2023-10-23,2819.92,126
80,4138,35,2023-01-25,Laptop,2022-12-23,3983.51,146
59,4876,40,2024-12-21,TV,2024-05-27,3241.67,197
84,3514,23,2024-03-05,Laptop,2024-09-24,4441.19,145
6,3332,70,2023-05-23,Smartphone,2024-01-22,4154.31,190
19,1600,59,2024-12-09,Smartphone,2024-01-19,1029.26,190
57,2440,83,2024-10-18,Laptop,2022-12-31,1236.34,134
69,2123,47,2023-05-29,Headphones,2022-09-24,372.23,156
3,1188,26,2024-11-23,Smartphone,2023-02-10,1139.98,111
1,1988,59,2023-02-24,Tablet,2022-05-19,1750.27,128
58,3937,51,2024-04-15,TV,2023-10-28,192.7,156
38,2881,57,2023-12-29,Headphones,2022-07-04,1609.06,169
15,1387,34,2024-10-11,Tablet,2024-02-22,3869.15,154
34,3288,46,2023-07-28,TV,2024-05-20,4209.62,136
61,2805,67,2023-07-04,Tablet,2023-12-04,93.92,170
35,3033,66,2023-03-06,Headphones,2024-06-25,85.38,169
64,2754,78,2024-07-02,Laptop,2022-07-20,774.22,152
25,3464,63,2023-04-22,TV,2023-09-10,4369.26,182
24,4989,63,2023-09-20,Tablet,2022-08-08,2372.93,113
12,3223,34,2023-03-17,Tablet,2024-05-06,4915.37,120
18,1386,83,2023-10-23,Headphones,2024-10-08,4442.29,177
15,2494,22,2023-06-27,Headphones,2024-11-18,4456.13,113
80,1852,71,2023-01-01,Headphones,2022-03-05,685.96,152
27,4304,33,2023-05-28,Laptop,2024-07-25,2402.39,195
72,3710,24,2024-11-01,Smartphone,2023-06-24,4968.27,189
60,1451,25,2024-10-23,Tablet,2023-05-25,787.77,166
46,3324,89,2023-05-09,Laptop,2022-09-08,2892.46,178
89,4300,55,2024-09-29,Tablet,2022-02-08,1754.19,184
17,4242,71,2024-05-27,Laptop,2022-03-10,1969.9,193
93,2758,32,2024-09-20,TV,2022-10-04,4459.42,147
53,1212,67,2024-05-16,Smartphone,2022-06-26,2960.12,177
8,4353,73,2023-05-29,Tablet,2024-08-28,3805.94,155
79,1040,26,2023-09-26,Headphones,2023-08-29,3382.51,138
27,2145,25,2024-12-01,Smartphone,2022-03-22,2668.63,140
46,4298,36,2024-10-14,Tablet,2022-12-07,3968.97,147
50,3341,68,2023-04-15,TV,2023-02-25,4855.13,127
71,1599,89,2024-04-10,Tablet,2022-08-16,4835.76,101
3,4338,74,2023-10-08,Tablet,2023-04-18,3957.79,121
93,3024,85,2024-02-11,Tablet,2022-03-29,2462.28,170
64,3588,48,2024-09-04,Smartphone,2022-07-09,857.64,195
44,3030,20,2023-12-24,Tablet,2024-05-16,270.13,160
53,2782,60,2024-11-05,Headphones,2024-09-07,1195.65,179
24,2851,46,2023-07-22,Laptop,2024-09-07,1734.28,135
60,3498,27,2024-09-03,Headphones,2022-05-16,692.76,165
3,4520,29,2023-10-08,TV,2022-02-09,1162.59,180
20,2779,63,2023-09-14,Smartphone,2022-09-13,463.55,148
46,4132,47,2023-04-04,Laptop,2024-08-04,2642.2,102
15,4573,49,2023-11-20,Smartphone,2023-06-23,675.28,122
25,4218,64,2023-12-28,Smartphone,2024-05-07,3726.7,158
94,4757,80,2024-10-23,Tablet,2022-05-12,1696.62,127
78,3837,43,2023-12-17,Headphones,2024-05-17,3376.71,171
71,3381,20,2023-03-03,Laptop,2024-01-11,4418.47,132
17,2904,40,2024-10-02,Tablet,2023-06-23,475.78,167
84,3938,67,2023-07-06,Laptop,2022-10-09,4945.55,170
9,4213,53,2024-08-02,Headphones,2023-05-07,3243.95,110
38,3091,30,2024-06-25,Tablet,2022-10-07,314.16,107
48,1143,46,2023-10-31,Laptop,2024-06-27,1604.31,119
60,4936,55,2024-09-30,Tablet,2023-10-28,4436.91,161
63,1332,22,2024-03-11,Smartphone,2023-07-09,3001.36,142
86,1997,37,2023-08-01,TV,2023-04-16,1471.75,191
2,4568,31,2024-02-10,Laptop,2023-02-16,4705.45,174
88,2419,25,2023-05-14,Headphones,2023-05-28,3946.9,185
72,1054,65,2023-08-07,Laptop,2024-05-27,3690.92,199
11,2330,30,2024-02-25,TV,2023-11-21,4447.71,169
64,3917,41,2023-11-15,Laptop,2024-08-06,3860.41,106
77,2446,82,2023-06-06,Laptop,2022-03-01,1469.35,109
81,2440,51,2023-07-07,Laptop,2023-02-23,2940.24,139
72,4744,68,2024-04-20,Headphones,2024-08-14,4219.32,103
21,3844,20,2023-06-11,TV,2024-04-04,945.2,172
18,3372,75,2023-05-09,TV,2024-06-26,856.97,118
94,2733,89,2023-10-31,Headphones,2024-01-03,836.93,196
64,2694,72,2023-03-30,Laptop,2023-01-26,1011.56,137
82,1079,59,2023-06-11,Laptop,2024-01-06,560.99,121
95,4102,38,2023-02-05,TV,2023-10-23,4196.26,100
38,1984,27,2023-08-15,Laptop,2022-01-27,4100.68,152
32,4183,74,2023-05-31,Smartphone,2023-09-15,799.28,120
11,3605,42,2024-08-15,Laptop,2024-06-02,3542.41,106
45,1864,73,2023-02-16,Laptop,2022-05-07,3153.53,106
89,3764,55,2024-12-16,Tablet,2022-10-08,1417.16,185
33,2587,78,2024-10-21,TV,2022-11-15,1175.47,176
41,4721,64,2023-08-19,TV,2023-03-17,1290.4,122
8,1471,71,2024-06-22,Smartphone,2022-12-07,3666.62,159
11,3121,63,2024-12-01,Smartphone,2023-11-25,1630.62,185
86,2576,85,2023-06-14,Smartphone,2022-04-29,1425.9,189
51,2502,21,2024-12-24,TV,2024-02-17,161.28,117
88,1588,83,2024-08-09,Tablet,2023-11-21,4545.77,170
41,2410,60,2024-08-26,Tablet,2023-12-14,3775.89,165
17,4770,79,2024-07-27,Headphones,2023-01-20,2390.28,152
76,2905,21,2023-03-07,TV,2023-05-25,4717.49,118
46,1563,82,2023-03-21,Headphones,2022-03-27,1502.98,163
32,4504,79,2023-05-20,Laptop,2022-12-27,3389.79,113
79,4483,19,2024-02-04,Smartphone,2024-10-02,1560.49,124
80,1466,26,2023-05-10,Headphones,2024-03-02,1607.13,132
54,1598,74,2024-03-21,Headphones,2022-12-25,4231.31,147
86,2644,62,2023-01-29,TV,2023-12-28,3945.76,138
92,1991,35,2023-07-21,Smartphone,2023-03-23,1505.83,183
20,2932,65,2023-08-25,Smartphone,2024-12-14,452.88,104
33,3784,59,2024-08-21,Tablet,2022-11-01,1820.04,120
74,4041,58,2024-08-30,Headphones,2024-02-10,3812.28,158
40,3295,75,2023-12-05,Tablet,2023-06-18,547.69,176
32,2604,59,2024-02-03,Headphones,2022-02-04,3376.9,113
97,4191,52,2024-03-14,TV,2023-11-13,4454.33,162
2,1066,55,2023-10-16,TV,2024-10-11,937.17,153
97,3620,84,2023-09-09,Laptop,2023-10-03,4317.91,179
33,4398,58,2024-11-22,Headphones,2024-09-16,304.25,144
77,4991,67,2023-04-10,Headphones,2024-01-29,3351.06,149
30,3750,89,2024-08-07,Smartphone,2024-11-12,3965.64,140
33,1469,62,2024-02-26,Smartphone,2022-10-11,2251.59,191
77,3540,88,2024-10-04,Tablet,2022-04-23,1058.46,100
26,2724,36,2024-11-24,Laptop,2023-01-08,4627.41,101
22,3710,34,2024-12-06,TV,2022-07-16,148.85,171
66,3333,82,2023-01-18,Headphones,2024-06-11,2797.6,112
38,4985,73,2024-04-15,Tablet,2024-04-01,1895.6,118
90,2631,58,2024-09-29,Laptop,2022-01-10,2332.23,150
46,3359,59,2024-12-23,Smartphone,2023-02-02,2706.0,101
15,3356,23,2023-01-07,Laptop,2022-06-01,2697.01,194
98,1774,86,2024-02-23,Tablet,2022-07-10,1057.94,109
44,4168,57,2024-01-15,TV,2022-10-04,3414.53,168
49,4012,58,2024-05-22,Smartphone,2023-05-08,144.78,186
75,2136,26,2023-04-24,Smartphone,2023-05-03,154.86,129
61,3011,25,2024-05-25,TV,2022-10-03,2418.51,195
67,4708,61,2024-08-18,Smartphone,2022-07-09,2732.42,164
6,3503,75,2024-09-05,Tablet,2024-05-13,1410.7,143
9,2486,84,2024-04-13,Smartphone,2022-10-23,2780.79,141
6,1131,30,2023-04-03,Headphones,2022-12-07,2604.74,102
73,1929,36,2024-05-06,Laptop,2023-08-16,1778.64,129
95,4012,66,2023-04-12,Tablet,2024-06-01,3276.28,136
32,1928,47,2024-05-07,TV,2024-08-07,4791.79,127
41,3168,83,2024-06-19,Tablet,2022-09-15,2479.47,150
76,2220,76,2024-04-29,Headphones,2024-09-03,3940.95,184
8,4877,70,2024-04-23,Smartphone,2022-01-14,1275.6,112
72,2505,69,2023-06-16,Smartphone,2024-11-03,3821.66,139
50,1633,48,2023-05-20,Tablet,2023-07-10,3262.08,125
92,4865,32,2023-04-04,Smartphone,2024-10-04,3216.5,129
62,3944,37,2023-06-30,Smartphone,2022-07-29,4470.52,123
84,3819,22,2024-07-29,Headphones,2024-11-29,1205.08,137
62,2062,24,2023-01-04,TV,2024-11-23,1873.83,168
7,3613,35,2024-08-28,Laptop,2024-01-17,461.18,115
75,3559,73,2024-01-24,Tablet,2024-05-04,3644.29,154
84,4545,62,2023-09-29,TV,2024-04-27,4227.14,148
80,2184,45,2023-05-12,Laptop,2024-08-08,2058.88,179
4,1288,67,2024-08-06,TV,2023-10-02,1816.29,151
6,3247,19,2024-08-15,Tablet,2023-02-12,3310.33,148
58,2811,85,2024-05-26,Headphones,2024-03-26,424.17,163
22,1527,41,2024-11-16,Headphones,2022-06-25,1504.52,147
26,1916,65,2023-02-21,Headphones,2024-10-11,1862.75,173
3,2708,62,2023-10-17,TV,2024-04-27,2617.02,181
41,4574,75,2024-03-21,Tablet,2022-11-14,2409.02,137
60,4319,53,2023-08-25,Smartphone,2023-02-14,1082.97,116
14,2406,19,2024-05-05,Smartphone,2022-09-04,2726.9,140
75,2241,35,2023-10-07,Headphones,2022-06-26,4633.05,153
82,2110,66,2023-02-13,TV,2024-03-21,184.09,139
12,4153,25,2023-12-25,Smartphone,2022-09-21,3417.52,130
87,4133,75,2024-10-07,TV,2022-06-17,3142.31,189
12,1798,32,2024-07-21,Tablet,2024-11-14,4625.91,125
13,2523,34,2024-06-09,Headphones,2023-12-04,3244.46,175
25,4113,40,2024-11-20,Laptop,2023-06-12,3142.97,117
45,1011,83,2024-04-06,Headphones,2022-01-28,3860.54,197
19,1832,87,2023-04-11,Laptop,2023-10-26,1375.64,134
55,4817,44,2024-11-22,Smartphone,2023-08-03,2998.87,174
45,3888,54,2024-04-05,Laptop,2022-02-06,2621.13,155
8,3690,66,2023-09-25,TV,2024-06-06,2220.44,129
93,4186,81,2023-12-28,Laptop,2023-07-01,443.46,144
53,2241,51,2024-02-12,Smartphone,2023-10-08,1498.51,174
55,2672,35,2023-02-06,Smartphone,2024-05-27,1435.91,151
32,3153,81,2024-04-12,Headphones,2023-11-04,3635.04,167
51,1690,61,2024-12-16,Smartphone,2023-01-07,4607.25,154
44,1527,34,2023-09-16,TV,2024-01-06,1192.4,199
82,2495,76,2024-05-23,Laptop,2022-04-12,419.39,109
70,4825,30,2024-10-28,Tablet,2023-04-10,4999.79,153
18,3893,69,2023-11-05,Smartphone,2023-11-25,3471.47,133
83,1892,77,2024-09-03,Laptop,2023-04-25,4438.03,162
22,1386,59,2023-09-30,Headphones,2024-06-28,762.2,130
37,2249,81,2024-09-16,Tablet,2022-08-04,4013.8,163
96,3528,83,2023-04-20,Headphones,2024-09-25,4075.95,195
56,2777,51,2024-10-16,TV,2023-12-01,799.87,149
59,1407,88,2024-11-09,Headphones,2023-08-23,848.95,127
3,4528,81,2023-09-17,Laptop,2024-10-09,1512.48,136
28,2676,50,2024-10-18,Tablet,2022-11-30,1123.1,195
74,1897,29,2023-09-25,Headphones,2023-10-26,4878.28,131
35,1710,36,2023-02-01,Headphones,2024-02-18,1846.57,180
61,4695,26,2024-12-31,TV,2024-09-28,3818.47,197
93,3686,34,2023-06-26,Laptop,2023-03-26,4035.0,134
54,4092,67,2023-04-14,Headphones,2022-08-04,1960.41,156
63,2682,56,2023-08-24,Laptop,2024-07-29,3428.8,160
79,4672,58,2023-04-03,Smartphone,2023-08-09,583.61,184
97,3862,27,2023-07-20,TV,2023-11-03,2014.96,131
7,1917,29,2024-08-19,TV,2024-10-13,4838.19,197
76,3250,32,2023-02-04,TV,2023-05-20,884.23,197
49,1416,45,2023-04-27,Laptop,2023-03-14,1959.27,107
94,1415,21,2024-11-18,Headphones,2023-04-15,3963.08,179
85,2471,53,2024-04-02,Headphones,2022-01-06,3343.85,134
31,2535,82,2024-04-15,Laptop,2022-08-07,3176.02,122
58,1084,64,2024-02-03,Laptop,2023-07-30,4273.62,185
61,1166,56,2024-08-19,Smartphone,2023-05-28,194.01,194
24,3431,55,2023-04-27,Tablet,2024-05-18,3867.26,192
20,3515,61,2023-12-28,Tablet,2024-09-01,4418.62,137
37,2095,68,2023-07-23,TV,2024-02-08,130.06,118
4,1809,43,2023-05-26,Headphones,2024-09-03,2816.87,153
92,4044,53,2024-03-19,TV,2023-11-17,1775.51,144
20,2544,86,2024-12-27,Headphones,2023-09-13,301.28,135
60,2816,18,2024-09-08,Headphones,2023-07-09,2117.85,148
24,3520,70,2023-10-24,Smartphone,2023-07-04,3237.95,159
50,1992,23,2024-08-03,Laptop,2022-12-29,4599.12,155
49,2281,54,2024-05-01,Laptop,2023-08-17,3121.63,172
51,1274,19,2023-08-19,Laptop,2023-09-15,4290.88,163
96,2773,86,2023-07-22,Tablet,2023-03-10,651.78,161
36,4091,58,2023-12-28,Laptop,2022-11-14,1092.08,198
98,4561,68,2024-01-30,Tablet,2023-06-19,4852.95,158
66,4816,64,2023-09-05,TV,2024-12-18,4442.63,100
79,3537,30,2024-03-15,Tablet,2024-02-17,1214.37,196
34,2756,86,2024-01-31,Headphones,2022-05-20,3123.82,180
36,3373,83,2024-10-17,Smartphone,2024-06-11,1845.03,189
6,3576,76,2023-12-22,Smartphone,2023-09-20,2369.56,176
39,1891,85,2024-02-05,Headphones,2022-06-07,4311.35,104
42,1088,76,2023-08-29,TV,2024-08-31,3691.78,118
58,3533,27,2023-12-07,Smartphone,2022-07-15,1230.29,157
12,1707,30,2023-08-17,Headphones,2023-12-25,1614.17,156
3,3397,19,2024-06-26,Smartphone,2023-07-07,1484.07,141
18,4155,32,2024-09-12,Tablet,2024-05-11,3914.28,172
40,1386,63,2024-06-22,Smartphone,2024-06-02,2475.94,105
21,3134,74,2024-11-02,Tablet,2023-04-03,4756.09,184
15,3354,27,2024-06-12,Tablet,2024-03-30,4092.6,121
97,2873,39,2023-09-24,Smartphone,2024-12-04,1095.41,152
99,2177,25,2023-05-09,Smartphone,2022-02-07,3940.42,156
26,1439,38,2023-08-08,Tablet,2023-11-07,2555.09,150
8,3787,39,2023-03-23,Smartphone,2022-12-07,1305.87,104
94,3311,62,2024-07-14,TV,2022-10-29,1848.49,121
87,1976,57,2024-07-06,Laptop,2023-09-27,4862.02,106
42,1734,39,2023-01-20,Laptop,2024-06-16,2445.61,163
44,3468,47,2023-11-23,Headphones,2023-09-08,3612.05,156
14,3540,79,2023-02-06,Laptop,2022-05-12,2411.57,125
78,1632,62,2024-01-17,TV,2024-08-02,1889.21,124
2,1992,52,2023-02-08,Laptop,2024-06-03,3992.28,168
37,3458,59,2023-04-19,Laptop,2023-04-16,4249.21,131
69,1172,22,2024-03-04,TV,2022-12-15,405.85,107
38,1003,44,2023-03-05,Tablet,2022-02-12,1430.94,108
41,3901,87,2023-06-24,Laptop,2024-02-15,2563.96,153
62,2663,79,2023-02-01,Headphones,2023-04-27,1616.66,191
60,4033,49,2024-12-21,Laptop,2022-03-19,3928.74,119
14,3015,25,2024-06-14,Laptop,2024-11-25,617.93,167
89,2495,35,2023-04-16,TV,2024-03-26,3999.1,166
84,4181,32,2024-04-26,TV,2024-07-16,3108.54,143
2,4938,43,2023-07-25,Headphones,2023-10-09,1482.37,140
70,2060,70,2023-09-04,Smartphone,2023-10-14,1755.05,141
17,3630,61,2024-11-09,TV,2024-12-14,955.35,110
89,4872,49,2023-03-30,Smartphone,2024-02-03,1300.24,192
28,2054,45,2023-11-12,Headphones,2022-10-06,3600.48,142
66,1380,56,2023-01-11,Laptop,2023-04-04,1910.63,185
35,2291,49,2023-02-18,Laptop,2023-11-23,3453.05,107
